RecordedDate,factors led western nations to develop highest standard of living,ExceptionalismQ1,CircumstantialQ1,ColonialismQ1,no codeQ1,why are some countries much wealthier than others,ExceptionalismQ2,CircumstanceQ2,ColonialismQ2,no code,opin_1,opin_2,opin_3,opin_4,opin_5,opin_6,opin_7,opin_8 ,opin_9,demo_1 ,demo_1 _8_TEXT,demo_2 ,demo_2 _5_TEXT,demo_3 ,demo_4 ,demo_5,demo_5_6_TEXT,demo_8 ,demo_8 _5_TEXT,demo_9 ,demo_10,demo_11 ,USBorn,USBorn_2_TEXT,hon_1,hon_comments 
10/10/2023 11:15,"Industrialization was the beginning of capitalism and capitalism fuels competition. Eventually, you get the best products and services at the best prices. ",1,0,0,0,More people want to be part of democracies and have freedom. So they try to be a part of those types of systems when possible while leaving those systems that hold them back out spots freedom. ,1,0,0,0,3,7,5,4,2,2,4,3,5,6,,1,,8,3,4,,2,,1,,,1,,2,
10/10/2023 11:24,Heritage of European values from Greek civilization and the influence of Christianity.,1,0,0,0,"They've developed, adopted, or utilized industries and invested in them. They've maintained control over many resources that other other do not have control of.",1,0,0,0,7,7,8,2,2,2,5,4,4,6,,1,,7,4,4,,2,,2,,,1,,2,My answers were guesses.
10/10/2023 11:27,WW2.  Seeing what was happening in the Soviet Union and other places. ,1,0,0,0,Capitalism.  More freedom,1,0,0,0,4,7,2,2,2,2,2,2,3,6,,1,,5,4,5,,2,,1,,,1,,2,
10/10/2023 11:29,"Industrialization, freedom of businesses to develop new products, strong work ethics, less government interference and regulations.",1,0,0,0,"Government corruption, oppression, natural disasters, exploitation by other countries for resources, the geography of these countries. Lack of investments by developed countries to these regions for industrial growth, education and sponsorship.",1,1,1,0,2,4,2,2,2,2,2,2,5,6,,2,,7,2,4,,2,,1,,,1,,2,
10/10/2023 11:30,"Education of citizens, work ethic and availability of work",1,0,0,0,"Empowering citizens to make better lives for themselves and their families, modernization and a democratic type of government",1,0,0,0,3,4,2,2,2,2,2,2,5,6,,1,,3,3,3,,2,,1,,,1,,2,
10/10/2023 11:35,They have access to great healthcare. They are known for their environment beauty ,1,0,0,0,"High education rates, good healthcare, affordable living, jobs available",1,0,0,0,7,7,7,7,7,7,7,7,3,6,,1,,3,2,4,,2,,1,,,1,,2,
10/10/2023 11:39,"The ability to trade, having a way of distributing goods, the economy, development of science and technology",1,0,0,0,They are more developed. The area is better than the other countries. Technology and science are more advanced as well as healthcare. The climate is better.,1,1,0,0,2,4,3,4,3,3,2,5,4,6,,1,,7,4,4,,2,,2,,,1,,2,
10/10/2023 11:40,strong Godly leaders,1,0,0,0,ownership and control of waterways and territories,1,0,0,0,7,7,7,6,6,6,5,6,3,6,,1,,5,2,4,,2,,2,,,1,,2,
10/10/2023 11:42,i think because the leaders cared aout the people and also technology has brought us really far. Hard work and counting on one another has helped to.,1,0,0,0,we have better economy a higher standerd of living than other countries. More companies better pay.,1,0,0,0,6,7,6,6,5,6,4,5,5,6,,2,,6,3,4,,2,,2,,,1,,2,thanks for the survey i answerd the questions the best i could and i did not look anything up.
10/10/2023 11:42,"The sense of community, working together, wanting to learn about new things, good climate for agriculture, which led to better conditions, which led to further interventions, and enlightened thinking.",1,1,0,0,"Many of these countries that you're talking about that don't have much wealth, do not have free societies in which people can become self-reliant and productive in trying out new things. In many cases they have a dictator that takes most of the money for him and his cronies.",1,0,0,0,2,6,2,3,2,2,2,2,5,6,,2,,8,5,4,,2,,1,,,1,,2,
10/10/2023 11:42,Education and technology were some of the biggest factors that allowed them to develop one of the highest standards of living.,1,0,0,0,Some countries are much wealthier because of their technological advancements and the people are more loyal to their country,1,0,0,0,6,8,7,6,4,7,4,6,4,6,,1,,5,4,4,,2,,2,,,1,,2,
10/10/2023 11:43,The amount of freedom that western nations have allows them to expand seemingly infinitely. If there is a will there will be a way.,1,0,0,0,"The higher standard of living in these countries also includes a higher cost of living, and thus, much more wealth in the country.",0,0,0,0,2,3,2,2,4,3,2,2,5,6,,2,,3,2,4,,2,,1,,,1,,2,
10/10/2023 11:44,The availability of raw materials and access to ever-increasingly prosperous consumer markets as well as globalization of manufacturing. The globalization led to lower manufacturing costs and more affordable goods. ,1,1,0,0,"Access to raw materials, capital and a skilled, educated labour force. ",1,1,0,0,6,7,7,6,7,7,5,6,2,6,,2,,8,5,5,,2,,1,,,1,,2,
10/10/2023 11:49,Natural resources were abundant thus making the countries wealthy. With wealth comes business and trade. This led to the growth of major metropolitan centers and many jobs for the people.,1,1,0,0,Natural Resources and a free market society.,1,1,0,0,3,7,4,2,2,2,2,2,5,6,,2,,7,4,5,,2,,1,,,1,,2,
10/10/2023 11:49,Their cultural background and beliefs. ,1,0,0,0,"Because they have better access to technology, water, food, and so on. They are more skilled at things that make them more income.",1,1,0,0,7,8,7,6,7,6,3,7,4,6,,1,,3,4,4,,2,,1,,,1,,2,
10/10/2023 11:51,I think a big factor for the U.S at least is that that they are a democracy,1,0,0,0,I am not 100 percent sure but I think that they have more to offer and sell so they make more money.,1,0,0,0,6,7,7,5,4,5,5,4,3,6,,1,,3,2,4,,2,,2,,,1,,2,This was an interesting survey.
10/10/2023 11:51,Capitalism and freedom,1,0,0,0,"Capitalism and freedom. A culture focused on progress, hardwork and delayed gratification. Also a higher iq population",1,0,0,0,3,3,2,2,3,3,3,3,5,"5,6",,2,,3,3,4,,2,,2,,,1,,2,
10/10/2023 11:52,The advent of factories and wars.  Both are money makers and strong indicators of a healthy economy.,1,0,0,0,The poorer countries are usually riddled with corrupt politicians who are raiding the coffers.,1,0,0,0,3,7,8,3,3,2,5,4,5,6,,1,,5,4,4,,2,,2,,,1,,2,
10/10/2023 11:52,"we forced the world to accept and deal in us currency backed supposedly in gold, but now in oil",0,0,0,0,corruption / natural selection,1,0,0,0,2,5,2,2,2,2,2,2,5,6,,2,,7,3,5,,2,,1,,,1,,2,
10/10/2023 11:52,Liberty and the freedom to live life as they want,1,0,0,0,Their governments aren't nearly as restrictive and they aren't dictatorships.,1,0,0,0,2,5,2,2,2,5,5,2,5,6,,2,,5,2,5,,2,,1,,,1,,2,
10/10/2023 11:52,I have no idea. I would guess those who fought for us and our laws in early civilization.,1,0,0,0,They have more businesspeople and relationships with other countries.,1,0,0,0,7,8,7,2,2,2,2,2,4,6,,1,,7,5,4,,2,,1,,,1,,2,
10/10/2023 11:53,They are the leading nations so they have to have high standards for other countries to follow.,1,0,0,0,They have better development in technologies and more educational. ,1,0,0,0,5,5,6,2,2,2,2,2,5,2,,2,,7,4,4,,2,,2,,,1,,2,
10/10/2023 11:54,I think western nations have a higher standard of living because of capitalism.  Capitalism invites innovation and entrepreneurship.  These encourage everyone to flourish instead of doing as little as possible.,1,0,0,0,Factors for wealthy countries include natural resources like oil and minerals.  Some countries that aren't wealthy have bad luck as far as their climate and natural disasters like Haiti earthquakes.,0,1,0,0,6,7,6,4,4,4,4,3,4,6,,2,,6,4,5,,2,,1,,,1,,2,
10/10/2023 11:54,Having the freedom to choose what they buy and invest their money in.,1,0,0,0,We spend our money on foundational resources that will provide better value in the long run ,1,0,0,0,7,8,8,7,7,7,5,5,4,6,,2,,7,4,4,,2,,1,,,1,,2,
10/10/2023 11:55,"War, pillaging and colonization have lead to high standards of living",0,0,1,0,"They have robbed and manipulated others into doing their bidding, typically in economic matters.",0,0,1,0,4,7,8,3,6,6,3,4,4,2,,2,,6,3,4,,2,,2,,,1,,2,
10/10/2023 11:55,Technology and education. ,1,0,0,0,The ability to develop the country's expansion through industrial dominance and technology.,1,0,0,0,6,6,7,6,5,5,5,5,4,6,,2,,6,4,4,,2,,2,,,1,,2,no
10/10/2023 11:56,Because they want a high quality of life. ,0,0,0,1,Due to free trade. Natural resources.,1,1,0,0,6,6,7,2,2,2,2,2,5,6,,1,,5,1,5,,2,,1,,,1,,2,
10/10/2023 11:57,Capitalism.,1,0,0,0,Innovation and commerce.,1,0,0,0,3,3,3,2,2,2,2,2,5,6,,2,,3,3,4,,2,,2,,,1,,2,No
10/10/2023 11:57,"Western nations were among the pioneers of the Industrial Revolution, which began in the 18th century. The adoption of mechanized production methods and technological advancements significantly increased productivity and led to economic growth, creating wealth and improving standards of living.",1,0,0,0,"Historical events, such as colonization, the establishment of trade routes, and industrialization, have shaped the economic development of countries. Colonial exploitation and resource extraction during the colonial era significantly impacted the economic structures of many nations, often leaving them at a disadvantage in terms of resources and development.",1,0,1,0,7,8,8,5,7,6,8,7,4,6,,2,,9,5,5,,2,,1,,,1,,1,
10/10/2023 11:57,Advancement in technology and a healthy competitiveness between nations. ,1,0,0,0,Opportunity and a higher import and export business. ,1,0,0,0,7,7,8,6,6,8,6,5,4,6,,2,,7,4,4,,2,,2,,,1,,2,
10/10/2023 11:58,"The people who explored the new lands were also the ones who wanted mankind to achieve more and aim higher, and had the means to do so",1,0,0,0,"We have and start with more, and use our resources better, or negotiate how to get more. The natural climate (i.e. weather) is disastrous in some parts of the world, too.",1,1,0,0,7,8,7,7,6,7,6,6,4,6,,1,,5,2,4,,2,,2,,,1,,2,
10/10/2023 11:58,I think western countries developed societies that were very organize and that focused on an industrial revolution and the advancement of technology. This might have lead to one factor of developing higher standards of living than in other parts of the world. ,1,0,0,0,"I think having access to certain raw materials helps. Britain, also does collect a great deal of wealth from their citizens in the form of over taxation. This is my my opinion, however. The UK does have focus on industry and a very organized society. ",1,1,0,0,7,7,7,7,7,7,7,4,3,6,,1,,6,2,4,,2,,2,,,1,,2,"This is an interesting study. I come from a background of not growing up being able to just look up answers through a browser on the Internet, so all of my answers were straight from my brain. Thank you so much. "
10/10/2023 11:59,"High economic output, industrial innovations and public policy have helped these nations develop a high standard of living.",1,0,0,0,Good political policies and strong foreign policies made these countries wealthier than others.,1,0,0,0,3,4,2,2,2,2,2,2,5,"5,6",,2,,3,4,4,,2,,2,,,1,,2,
10/10/2023 11:59,"The rapid expansion of western empires, the use of tools and metals and strong leaders made western society grow rapidly both politically and financially. This allowed for global trade and even more rapid financial growth leading to the high standard of living and quality of life seen throughout western society today.",1,0,0,0,Global trade and early historic expansion allowed countries such as the US and Britain to control global finances. They took advantage of societies that were more local than global to amass great wealth in the beginning and now maintain wealth through established trade and manufacturing.,1,0,1,0,6,7,6,6,4,6,3,6,2,6,,2,,7,4,4,,2,,2,,,1,,2,Boo comments 
10/10/2023 11:59,"Factors such an industrialization and money printing allowed for unlimited growth within these 1st world countries, having access to military and resources helped secure their place.",1,0,0,0,"Higher standard of living, higher wages leads to more access to better healthcare and helps with average life span.",1,0,0,0,6,4,4,6,7,4,5,4,5,6,,2,,5,3,4,,2,,2,,,1,,2,
10/10/2023 12:00,Conquering the native people of the land through killing and taking over ownership of the land while also using the land through farming and mining contributed to the western nations to develop on of the highest standards of living in the world.,1,0,1,0,"When a country conquers other nations through military forces and/ or through exploration, they then own that land's natural resources which enriches them.  Then, they have even more resources and power to go after additional nations' land, etc.",1,0,0,0,7,8,8,7,6,7,5,6,2,2,,1,,7,4,4,,2,,2,,,1,,2,
10/10/2023 12:01,"The Industrial Revolution, which played a crucial role in transforming Western economies. It led to the growth of factories, and increased productivity. Created wealth and jobs, significantly improving living standards.",1,0,0,0,Slavery can be a factor that has influenced the development disparities within Western nations like US and countries like Haiti,0,0,1,0,8,8,8,7,7,7,7,7,1,5,,2,,8,5,2,,2,,2,,,1,,2,
10/10/2023 12:05,Capitalism helped western nations develop wealth via a free economy ,1,0,0,0,Countries such as Britain have free elections to ensure less corruption ,1,0,0,0,4,7,6,7,4,7,5,5,2,"5,6",,1,,8,4,4,,2,,2,,,1,,2,
10/10/2023 12:06,God blessed them. They had good land and plenty of water for farming and raising animals. Plentiful trees and resources to build with. ,1,0,0,0,They had better resources to trade and build with to get started. Better education to pass down also. ,1,1,0,0,7,8,8,4,7,5,3,3,5,6,,1,,2,2,4,,2,,1,,,1,,2,
10/10/2023 12:08,"Things that have lead western nations to develop in a higher standard include: industrialization, technological advancements, strong institutions, a robust education system, centralized infrastructure such as public transportation, energy girds, and communication, and most importantly of all: natural resources such as oil, minerals, and arable land.",1,1,0,0,"Things such as global trade, natural resources, and geopolitical factors have contributed to prosperity for wealthier countries such as the US and Britain. Infrastructure and education also play a large role in a countries wealth.",1,1,0,0,7,7,8,4,4,6,4,4,4,6,,2,,3,1,4,,2,,2,,,1,,2,
10/10/2023 12:13,,0,0,0,1,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2023 12:17,"I truly have no idea where France is concerned.  As for the United States, I've lived here for 80 years and have never been more ashamed of my country than in these past few years.  There is so little regard for life now that mothers are killing their children and little boys want to be little girls and vice versa.  Jesus Christ will return soon enough and the world will finally know the truth.",0,0,0,1,"The Brits have always had more wealth than the countries mentioned.
Third world countries suffer so much from hunger and home.  Most live in hovels and their children die from hunger.  I can't understand that we, as Americans, who even the poorest have more than these countries, do not step in and feed and house the many who suffer.",0,0,0,0,8,8,8,8,3,6,7,6,2,6,,1,,5,4,5,,2,,1,,,1,,1,This was difficult for me and I did ask Siri for the answer to a question regarding emissions from earth.
10/10/2023 12:22,"I believe this would be the result of wanting better for it's citizens . Additionally, education  has helped with the understanding of economics, increased standards of living and   how far the dollar will go. For example the value of the dollar 50 years ago verses today.",1,0,0,0,"A lot of countries( more so) 3rd world countries lack the infrastructure, a solid functioning government and education. With out a competent education system in place the others will not thrive.  You must be willing to learn to put forth the work to get results.  Lastly, there are numerous countries that are crippled with bad unforeseen weather that it prevents them from making significant head way. Again, I believe if there was a formal education system in place for all ages and gender these conditions would improve.",1,1,0,0,4,8,7,4,4,6,3,3,5,6,,1,,7,2,4,,2,,2,,,1,,2,"The U.S needs to fix and stay focused on it's own self. Land and people. We must fix our own issues before we can fix others. While it is nice to think we are generous and should step in financially to save others  that is not going to help our generations an the next. Education will go a long way and it will not cost the US billions by sticking its nose in other countries business needlessly. ""Teach a man to fish.""  "
10/10/2023 13:04,Democracy; energy production; military spending.,1,0,0,0,Location; energy production; leadership that does not rob the people.,1,1,0,0,7,8,6,6,3,7,6,6,4,6,,2,,3,2,4,,2,,1,,,1,,2,
